;age;sex;marital-status;native-country;race;education;hours-per-week;capital-gain;workclass
428;63;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-inc
429;47;Male;Married-civ-spouse;United-States;White;Masters;40;0;Local-gov
432;40;Female;Married-spouse-absent;United-States;White;Bachelors;40;2174;Self-emp-not-inc
433;30;Female;Married-civ-spouse;United-States;White;Assoc-acdm;25;0;Private
434;27;Male;Never-married;Philippines;Asian-Pac-Islander;Some-college;40;0;Private
435;33;Male;Married-civ-spouse;United-States;White;Masters;50;0;Private
436;34;Male;Never-married;United-States;Black;HS-grad;60;594;Local-gov
437;34;Female;Never-married;United-States;White;Some-college;40;0;Local-gov
438;23;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
439;42;Female;Married-civ-spouse;United-States;White;Some-college;40;0;Local-gov
440;29;Male;Never-married;United-States;White;Bachelors;40;0;Private
441;45;Female;Divorced;United-States;White;HS-grad;28;0;Private
442;24;Male;Never-married;United-States;White;HS-grad;40;0;Federal-gov
443;44;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
444;27;Male;Never-married;Mexico;White;9th;40;0;Private
445;20;Male;Never-married;United-States;White;Some-college;35;0;Private
446;44;Female;Widowed;United-States;Black;HS-grad;40;0;Private
447;51;Male;Married-civ-spouse;United-States;Amer-Indian-Eskimo;HS-grad;40;0;Private
448;20;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
450;19;Female;Never-married;United-States;Black;HS-grad;40;0;Private
451;45;Male;Married-civ-spouse;United-States;White;Some-college;55;0;Self-emp-inc
452;60;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
454;44;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-not-inc
455;40;Male;Married-civ-spouse;United-States;Asian-Pac-Islander;Assoc-voc;40;0;Private
456;30;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
457;38;Male;Married-civ-spouse;United-States;Black;Some-college;50;0;Private
458;23;Male;Married-civ-spouse;United-States;White;HS-grad;60;0;Private
460;44;Male;Never-married;United-States;White;Assoc-acdm;40;0;Private
461;54;Male;Married-civ-spouse;United-States;Black;HS-grad;40;0;Local-gov
462;32;Male;Married-civ-spouse;United-States;White;Bachelors;50;0;Private
463;50;Male;Married-spouse-absent;United-States;White;1st-4th;40;0;Private
464;24;Female;Never-married;United-States;White;Bachelors;20;0;Private
465;37;Female;Married-civ-spouse;United-States;White;HS-grad;60;0;Private
466;52;Male;Divorced;United-States;White;HS-grad;40;0;Private
467;38;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
468;49;Male;Married-civ-spouse;United-States;White;Masters;45;0;Private
469;30;Female;Married-civ-spouse;United-States;White;Bachelors;16;0;Private
470;60;Male;Never-married;United-States;White;Some-college;40;0;Private
472;35;Male;Never-married;United-States;White;HS-grad;40;0;Private
473;30;Male;Never-married;United-States;White;HS-grad;60;0;Private
474;67;Female;Divorced;United-States;White;Assoc-voc;24;0;Private
475;46;Female;Never-married;United-States;White;Bachelors;40;0;Private
476;17;Male;Never-married;United-States;White;9th;6;0;Private
477;22;Male;Never-married;United-States;White;Some-college;30;0;Private
478;27;Male;Never-married;United-States;White;10th;40;0;Private
479;23;Female;Never-married;United-States;White;HS-grad;35;0;Private
480;33;Male;Married-civ-spouse;Portugal;White;Assoc-acdm;45;0;Private
481;43;Male;Married-civ-spouse;United-States;White;Some-college;20;0;Self-emp-not-inc
482;28;Male;Never-married;United-States;White;Bachelors;20;0;State-gov
483;41;Female;Married-spouse-absent;United-States;White;HS-grad;40;0;Private
485;25;Female;Married-spouse-absent;United-States;Black;Some-college;20;0;Private
487;59;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Local-gov
488;45;Female;Divorced;United-States;White;Bachelors;40;0;Local-gov
489;38;Male;Married-civ-spouse;United-States;White;Bachelors;60;15024;Private
490;40;Female;Never-married;United-States;White;HS-grad;35;0;Private
491;46;Male;Divorced;United-States;White;HS-grad;40;0;Federal-gov
492;35;Female;Never-married;United-States;White;Assoc-acdm;60;0;Private
493;34;Female;Divorced;United-States;White;HS-grad;25;0;Private
494;33;Male;Never-married;United-States;White;Bachelors;20;0;Private
495;41;Female;Divorced;United-States;White;HS-grad;36;0;Private
496;20;Male;Never-married;United-States;White;Some-college;40;0;Private
497;23;Male;Never-married;El-Salvador;White;5th-6th;40;0;Private
498;26;Female;Never-married;United-States;White;Some-college;35;0;Private
500;23;Male;Never-married;Poland;White;HS-grad;40;0;Local-gov
501;62;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Local-gov
502;52;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
503;58;Female;Divorced;France;White;Some-college;42;0;Private
504;25;Female;Never-married;United-States;White;Bachelors;40;0;Private
505;24;Male;Never-married;United-States;Black;Bachelors;40;0;Private
506;19;Male;Never-married;United-States;White;Some-college;8;0;Private
507;43;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
508;47;Female;Separated;United-States;Black;HS-grad;40;0;Local-gov
509;39;Female;Divorced;United-States;White;HS-grad;40;0;Private
510;49;Male;Married-spouse-absent;United-States;White;Assoc-voc;42;0;Private
512;32;Male;Never-married;United-States;White;Assoc-voc;45;0;Private
513;34;Male;Married-civ-spouse;United-States;White;Some-college;50;0;Private
514;28;Male;Divorced;United-States;White;HS-grad;45;0;Private
516;25;Female;Never-married;United-States;Amer-Indian-Eskimo;Some-college;20;0;Private
519;34;Male;Married-civ-spouse;United-States;White;Bachelors;50;0;Private
520;38;Male;Married-civ-spouse;United-States;White;Bachelors;80;15024;Self-emp-inc
521;50;Male;Married-civ-spouse;United-States;White;HS-grad;50;7688;Private
522;24;Male;Divorced;United-States;Black;Some-college;50;0;Local-gov
523;37;Male;Married-civ-spouse;United-States;White;Some-college;45;0;Local-gov
524;44;Male;Divorced;United-States;White;Some-college;58;0;Private
525;28;Female;Married-civ-spouse;United-States;White;Some-college;40;0;Private
526;42;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
527;74;Female;Divorced;United-States;White;Some-college;9;0;Private
528;38;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Self-emp-not-inc
529;44;Male;Married-civ-spouse;United-States;White;Masters;40;0;Self-emp-not-inc
530;44;Female;Divorced;Puerto-Rico;Other;11th;46;0;Private
531;26;Male;Never-married;United-States;White;HS-grad;40;0;Private
532;36;Male;Married-civ-spouse;United-States;Black;HS-grad;40;0;Private
533;41;Female;Married-civ-spouse;United-States;White;Assoc-acdm;50;0;Private
534;67;Male;Married-civ-spouse;United-States;White;Prof-school;48;20051;Private
535;39;Male;Married-civ-spouse;United-States;White;12th;50;0;Local-gov
536;57;Female;Widowed;United-States;Black;1st-4th;30;0;Private
537;29;Male;Separated;United-States;White;Assoc-voc;40;0;Private
538;31;Female;Never-married;United-States;White;Bachelors;45;0;Self-emp-inc
540;44;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
541;29;Male;Never-married;United-States;White;Doctorate;40;0;Private
542;30;Female;Never-married;United-States;White;Some-college;40;0;Private
543;27;Male;Never-married;United-States;White;HS-grad;40;0;Private
544;27;Male;Married-civ-spouse;United-States;White;Some-college;50;0;Private
545;32;Female;Never-married;United-States;White;HS-grad;45;0;Private
546;58;Female;Married-civ-spouse;United-States;White;10th;8;0;Private
547;35;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Local-gov
548;21;Male;Never-married;United-States;White;HS-grad;36;0;Private
549;28;Male;Never-married;United-States;White;Some-college;40;0;Private
550;46;Male;Divorced;United-States;White;Some-college;50;0;Self-emp-not-inc
551;36;Female;Separated;United-States;White;HS-grad;40;0;Self-emp-not-inc
552;72;Female;Widowed;United-States;White;11th;40;0;Private
553;35;Female;Married-civ-spouse;United-States;Black;HS-grad;40;0;Private
554;33;Female;Divorced;United-States;Black;Assoc-voc;40;0;Federal-gov
555;69;Female;Never-married;United-States;White;11th;40;0;Private
556;35;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
558;34;Female;Married-civ-spouse;United-States;White;HS-grad;32;0;Private
559;30;Male;Married-civ-spouse;Mexico;White;11th;40;0;Private
560;28;Male;Never-married;United-States;White;Bachelors;55;0;Private
561;54;Male;Married-civ-spouse;United-States;White;Bachelors;35;0;Private
562;47;Male;Married-civ-spouse;United-States;White;Some-college;50;0;Private
563;24;Female;Never-married;United-States;Black;HS-grad;40;0;Private
564;52;Male;Married-civ-spouse;United-States;White;Bachelors;60;0;Self-emp-not-inc
565;20;Male;Never-married;United-States;Amer-Indian-Eskimo;HS-grad;48;0;Private
566;43;Male;Married-civ-spouse;United-States;White;Masters;45;5013;Self-emp-inc
567;45;Female;Separated;Mexico;White;7th-8th;40;0;Private
568;29;Male;Separated;United-States;White;HS-grad;35;0;Self-emp-not-inc
569;47;Male;Divorced;United-States;White;Masters;42;0;Private
570;24;Male;Never-married;United-States;White;HS-grad;40;0;Private
571;51;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
572;17;Male;Never-married;United-States;White;11th;12;0;Private
573;37;Male;Married-civ-spouse;United-States;White;Assoc-voc;40;0;Private
574;27;Female;Never-married;United-States;White;Doctorate;70;0;Private
575;29;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
577;36;Female;Divorced;United-States;White;Assoc-acdm;35;0;Self-emp-not-inc
578;58;Female;Never-married;United-States;White;Bachelors;40;0;Local-gov
579;26;Male;Married-civ-spouse;United-States;White;Some-college;45;0;Self-emp-not-inc
581;57;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
582;59;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
583;27;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
584;31;Male;Never-married;United-States;White;Bachelors;40;0;Self-emp-not-inc
585;21;Female;Never-married;United-States;White;Some-college;24;0;Private
586;29;Male;Never-married;United-States;White;Some-college;60;0;Private
587;18;Male;Never-married;United-States;White;11th;40;0;Private
588;52;Male;Married-civ-spouse;United-States;White;10th;47;0;Private
589;57;Male;Divorced;United-States;White;Bachelors;80;0;Self-emp-inc
592;60;Male;Never-married;United-States;White;7th-8th;48;0;Private
593;31;Male;Married-civ-spouse;Canada;White;Bachelors;40;7688;Private
594;23;Female;Never-married;United-States;White;Bachelors;40;0;Private
595;27;Male;Never-married;United-States;White;HS-grad;40;0;Private
597;42;Male;Married-civ-spouse;United-States;White;Prof-school;50;0;Self-emp-not-inc
598;25;Male;Never-married;United-States;White;Some-college;40;2174;Private
599;49;Female;Never-married;United-States;White;Bachelors;45;0;Private
600;32;Male;Never-married;United-States;White;Bachelors;40;0;Private
601;19;Male;Never-married;United-States;White;Some-college;28;0;Private
602;60;Female;Divorced;United-States;White;7th-8th;40;0;Private
603;42;Male;Married-civ-spouse;United-States;White;9th;40;0;Local-gov
604;35;Male;Never-married;United-States;White;Assoc-acdm;40;0;Self-emp-not-inc
605;48;Female;Never-married;United-States;Black;HS-grad;37;0;Private
606;51;Male;Married-civ-spouse;United-States;White;Masters;40;0;Private
607;29;Male;Never-married;United-States;Amer-Indian-Eskimo;HS-grad;40;0;Private
608;36;Male;Separated;United-States;Black;HS-grad;40;0;Local-gov
609;17;Female;Never-married;United-States;White;10th;21;0;Private
610;52;Female;Divorced;United-States;White;Masters;60;6849;Private
611;24;Male;Never-married;United-States;White;HS-grad;40;0;Private
612;24;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
613;26;Male;Never-married;United-States;White;Bachelors;40;1055;Local-gov
614;27;Female;Never-married;United-States;White;Bachelors;20;0;Private
615;39;Male;Never-married;United-States;White;HS-grad;60;0;Private
616;30;Male;Married-civ-spouse;United-States;Black;HS-grad;45;0;Private
617;50;Male;Married-civ-spouse;United-States;White;HS-grad;32;0;Self-emp-not-inc
618;52;Male;Married-civ-spouse;United-States;White;Bachelors;55;0;Self-emp-inc
619;46;Male;Married-civ-spouse;United-States;White;Prof-school;45;15024;Private
620;23;Female;Never-married;United-States;White;Bachelors;20;0;Private
621;45;Female;Widowed;United-States;Black;11th;20;0;Private
622;65;Female;Widowed;United-States;Black;9th;24;0;Private
623;29;Male;Married-civ-spouse;United-States;White;Assoc-voc;55;0;Private
624;47;Male;Married-spouse-absent;El-Salvador;White;9th;40;0;Private
625;30;Male;Never-married;United-States;Black;HS-grad;60;0;Private
626;34;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
627;38;Male;Married-civ-spouse;United-States;White;HS-grad;64;0;Self-emp-not-inc
628;33;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
629;49;Male;Married-civ-spouse;United-States;White;Bachelors;26;0;Private
630;47;Female;Never-married;United-States;Black;Some-college;40;0;Self-emp-not-inc
631;49;Female;Separated;United-States;Black;10th;40;0;Local-gov
632;43;Male;Married-civ-spouse;United-States;White;Some-college;60;15024;Private
633;30;Female;Married-civ-spouse;United-States;Black;Bachelors;40;0;Private
634;58;Male;Married-civ-spouse;United-States;White;HS-grad;60;0;Self-emp-not-inc
635;19;Female;Never-married;United-States;White;HS-grad;14;0;Private
636;21;Male;Never-married;United-States;White;Bachelors;40;0;Private
637;33;Male;Married-civ-spouse;United-States;White;Bachelors;60;15024;Private
638;47;Male;Married-civ-spouse;Cuba;White;5th-6th;50;0;Self-emp-inc
639;52;Male;Married-civ-spouse;United-States;White;Doctorate;60;0;Self-emp-not-inc
640;26;Male;Divorced;United-States;White;HS-grad;55;0;Private
641;60;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
642;21;Male;Never-married;United-States;White;Some-college;40;0;Private
643;36;Male;Married-civ-spouse;United-States;White;Some-college;50;5178;Private
644;31;Male;Married-civ-spouse;United-States;White;Some-college;45;0;Private
645;50;Male;Separated;United-States;White;Doctorate;40;0;Self-emp-inc
646;31;Female;Divorced;United-States;White;HS-grad;40;0;Local-gov
647;71;Male;Married-civ-spouse;United-States;White;HS-grad;15;0;Private
649;30;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;State-gov
650;20;Male;Never-married;United-States;White;Some-college;20;0;Private
651;24;Male;Never-married;United-States;White;HS-grad;50;4101;Private
652;35;Male;Married-civ-spouse;Taiwan;Asian-Pac-Islander;Doctorate;40;0;Private
653;38;Female;Separated;United-States;White;Some-college;45;0;State-gov
654;27;Female;Never-married;United-States;White;HS-grad;32;0;Private
655;29;Female;Never-married;Philippines;Asian-Pac-Islander;Some-college;40;0;State-gov
657;34;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
658;44;Male;Married-civ-spouse;United-States;White;7th-8th;35;0;Private
659;43;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
660;44;Male;Married-civ-spouse;United-States;Black;12th;40;0;Self-emp-not-inc
661;35;Male;Never-married;United-States;White;Masters;60;0;Private
662;27;Male;Never-married;United-States;White;Some-college;40;0;Private
663;43;Male;Never-married;United-States;White;Masters;38;0;Local-gov
664;20;Female;Never-married;United-States;White;Some-college;25;0;Private
665;42;Female;Divorced;United-States;White;Assoc-acdm;40;8614;Private
666;27;Male;Married-civ-spouse;United-States;White;Some-college;40;3411;State-gov
667;42;Male;Married-civ-spouse;United-States;Black;HS-grad;40;0;Private
669;24;Male;Never-married;United-States;White;9th;40;0;Private
670;48;Male;Divorced;United-States;White;Some-college;40;0;Federal-gov
672;17;Male;Never-married;United-States;White;11th;10;0;Self-emp-not-inc
673;33;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
674;50;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Self-emp-inc
675;22;Female;Never-married;United-States;White;HS-grad;40;2597;Private
676;17;Male;Never-married;United-States;White;12th;16;0;Private
677;32;Male;Married-civ-spouse;Mexico;White;Some-college;40;0;Private
678;31;Male;Never-married;United-States;White;HS-grad;45;0;Private
